VFGID,VFID,VFCID
VFG001249,VF0273,VFC0204
VFG001250,VF0273,VFC0204
VFG001251,VF0273,VFC0204
VFG001252,VF0273,VFC0204
VFG001253,VF0273,VFC0204
VFG001254,VF0273,VFC0204
VFG001255,VF0273,VFC0204
VFG001256,VF0273,VFC0204
VFG001257,VF0273,VFC0204
VFG001258,VF0273,VFC0204
VFG001259,VF0273,VFC0204
VFG001260,VF0273,VFC0204
VFG001261,VF0273,VFC0204
VFG001262,VF0273,VFC0204
VFG001263,VF0273,VFC0204
VFG001264,VF0273,VFC0204
VFG001265,VF0273,VFC0204
VFG001266,VF0095,VFC0272
VFG001267,VF0095,VFC0272
VFG001268,VF0095,VFC0272
VFG001269,VF0028,VFC0235
VFG001270,VF0028,VFC0235
VFG001271,VF0028,VFC0235
VFG001272,VF0025,VFC0001
VFG001273,VF0011,VFC0235
VFG001274,VF0011,VFC0235
VFG001275,VF0011,VFC0235
VFG001276,VF0018,VFC0235
VFG001277,VF0018,VFC0235
VFG001278,VF0008,VFC0001
VFG001279,VF0019,VFC0001
VFG001280,VF0019,VFC0001
VFG001281,VF0019,VFC0001
VFG001282,VF0010,VFC0001
VFG001283,VF0010,VFC0001
VFG001284,VF0014,VFC0271
VFG001285,VF0014,VFC0271
VFG001286,VF0014,VFC0271
VFG001287,VF0014,VFC0271
VFG001288,VF0014,VFC0271
VFG001289,VF0004,VFC0001
VFG001290,VF0004,VFC0001
VFG001291,VF0005,VFC0001
VFG001292,VF0007,VFC0235
VFG001293,VF0001,VFC0235
VFG001294,VF0006,VFC0251
VFG001295,VF0006,VFC0251
VFG001296,VF0023,VFC0251
VFG001298,VF0003,VFC0258
VFG001299,VF0003,VFC0258
VFG001300,VF0003,VFC0258
VFG001301,VF0003,VFC0258
VFG001302,VF0003,VFC0258
VFG001303,VF0003,VFC0258
VFG001304,VF0003,VFC0258
VFG001305,VF0003,VFC0258
VFG001306,VF0003,VFC0258
VFG001307,VF0003,VFC0258
VFG001308,VF0003,VFC0258
VFG001309,VF0003,VFC0258
VFG001310,VF0003,VFC0258
VFG001311,VF0003,VFC0258
VFG001312,VF0003,VFC0258
VFG001313,VF0017,VFC0235
VFG001314,VF0024,VFC0251
VFG001315,VF0013,VFC0251
VFG001316,VF0012,VFC0251
VFG001317,VF0015,VFC0272
VFG001318,VF0015,VFC0272
VFG001319,VF0015,VFC0272
VFG001321,VF0015,VFC0272
VFG001324,VF0015,VFC0272
VFG001325,VF0020,VFC0235
VFG001326,VF0020,VFC0235
VFG001327,VF0020,VFC0235
VFG001328,VF0021,VFC0251
VFG001329,VF0243,VFC0001
VFG001330,VF0275,VFC0001
VFG001332,VF0279,VFC0235
VFG001334,VF0281,VFC0251
VFG001335,VF0274,VFC0258
VFG001336,VF0274,VFC0258
VFG001337,VF0274,VFC0258
VFG001338,VF0274,VFC0258
VFG001339,VF0274,VFC0258
VFG001340,VF0274,VFC0258
VFG001341,VF0274,VFC0258
VFG001342,VF0274,VFC0258
VFG001343,VF0274,VFC0258
VFG001344,VF0274,VFC0258
VFG001345,VF0274,VFC0258
VFG001346,VF0274,VFC0258
VFG001347,VF0274,VFC0258
VFG001348,VF0274,VFC0258
VFG001349,VF0274,VFC0258
VFG001350,VF0274,VFC0258
VFG001352,VF0274,VFC0258
VFG001353,VF0145,VFC0001
VFG001354,VF0145,VFC0001
VFG001355,VF0143,VFC0251
VFG001357,VF0150,VFC0001
VFG001358,VF0143,VFC0251
VFG001359,VF0151,VFC0272
VFG001360,VF0148,VFC0251
VFG001361,VF0152,VFC0258
VFG001362,VF0147,VFC0258
VFG001363,VF0149,VFC0235
VFG001364,VF0146,VFC0251
VFG001365,VF0144,VFC0258
VFG001366,VF0144,VFC0258
VFG001367,VF0144,VFC0258
VFG001368,VF0144,VFC0258
VFG001369,VF0144,VFC0258
VFG001370,VF0144,VFC0258
VFG001371,VF0144,VFC0258
VFG001372,VF0144,VFC0258
VFG001373,VF0144,VFC0258
VFG001374,VF0144,VFC0258
VFG001375,VF0144,VFC0258
VFG001376,VF0144,VFC0258
VFG001379,VF0297,VFC0301
VFG001380,VF0305,VFC0282
VFG001381,VF0253,VFC0346
VFG001382,VF0285,VFC0346
VFG001383,VF0313,VFC0001
VFG001384,VF0812,VFC0272
VFG001385,VF0314,VFC0346
VFG001386,VF0286,VFC0301
VFG001388,VF0850,VFC0282
VFG001389,VF0823,VFC0301
VFG001390,VF0298,VFC0301
VFG001391,VF0302,VFC0272
VFG001392,VF0295,VFC0301
VFG001393,VF0299,VFC0272
VFG001395,VF0289,VFC0272
VFG001396,VF0303,VFC0282
VFG001397,VF0301,VFC0282
VFG001398,VF0813,VFC0272
VFG001399,VF0816,VFC0272
VFG001400,VF0320,VFC0235
VFG001401,VF0320,VFC0235
VFG001402,VF0320,VFC0235
VFG001403,VF0299,VFC0272
VFG001404,VF0306,VFC0282
VFG001405,VF0257,VFC0301
VFG001406,VF0300,VFC0301
VFG001407,VF0309,VFC0258
VFG001408,VF0309,VFC0258
VFG001409,VF0309,VFC0258
VFG001410,VF0309,VFC0258
VFG001411,VF0814,VFC0272
VFG001412,VF0296,VFC0301
VFG001413,VF0294,VFC0301
VFG001414,VF0288,VFC0301
VFG001415,VF0307,VFC0272
VFG001416,VF0319,VFC0272
VFG001417,VF0319,VFC0272
VFG001418,VF0806,VFC0258
VFG001419,VF0311,VFC0001
VFG001420,VF0312,VFC0346
VFG001421,VF0304,VFC0282
VFG001424,VF0212,VFC0001
VFG001425,VF0212,VFC0001
VFG001426,VF0223,VFC0001
VFG001427,VF0212,VFC0001
VFG001428,VF0223,VFC0001
VFG001429,VF0213,VFC0001
VFG001430,VF0213,VFC0001
VFG001431,VF0213,VFC0001
VFG001432,VF0213,VFC0001
VFG001433,VF0213,VFC0001
VFG001434,VF0213,VFC0001
VFG001435,VF0213,VFC0001
VFG001436,VF0213,VFC0001
VFG001437,VF0213,VFC0001
VFG001438,VF0213,VFC0001
VFG001439,VF0213,VFC0001
VFG001441,VF0237,VFC0083
VFG001442,VF0237,VFC0083
VFG001443,VF0236,VFC0083
VFG001444,VF0238,VFC0083
VFG001445,VF0241,VFC0083
VFG001446,VF0222,VFC0001
VFG001447,VF0240,VFC0235
VFG001713,VF0220,VFC0001
VFG001731,VF1157,VFC0001
VFG001746,VF1023,VFC0086
VFG001747,VF1023,VFC0086
VFG001748,VF1023,VFC0086
VFG001749,VF1023,VFC0086
VFG001750,VF1023,VFC0086
VFG001752,VF1023,VFC0086
VFG001753,VF1023,VFC0086
VFG001754,VF1023,VFC0086
VFG001755,VF1023,VFC0086
VFG001756,VF1023,VFC0086
VFG001757,VF1023,VFC0086
VFG001758,VF1023,VFC0086
VFG001759,VF1023,VFC0086
VFG001760,VF1023,VFC0086
VFG001761,VF1023,VFC0086
VFG001762,VF1023,VFC0086
VFG001763,VF1023,VFC0086
VFG001764,VF1023,VFC0086
VFG001765,VF1023,VFC0086
VFG001766,VF1023,VFC0086
VFG001795,VF0277,VFC0258
VFG001796,VF0282,VFC0001
VFG001797,VF0278,VFC0001
VFG001798,VF0002,VFC0235
VFG001799,VF0016,VFC0001
VFG001800,VF0009,VFC0251
VFG001801,VF0009,VFC0251
VFG001802,VF0020,VFC0235
VFG001803,VF0020,VFC0235
VFG001807,VF0020,VFC0235
VFG001808,VF0020,VFC0235
VFG001809,VF0022,VFC0235
VFG001810,VF0311,VFC0001
VFG001811,VF0311,VFC0001
VFG001812,VF0311,VFC0001
VFG001813,VF0309,VFC0258
VFG001814,VF0302,VFC0272
VFG001815,VF0302,VFC0272
VFG001816,VF0302,VFC0272
VFG001817,VF0299,VFC0272
VFG001818,VF0299,VFC0272
VFG001819,VF0299,VFC0272
VFG001820,VF0299,VFC0272
VFG001821,VF0299,VFC0272
VFG001822,VF0299,VFC0272
VFG001823,VF0299,VFC0272
VFG001824,VF0317,VFC0301
VFG001825,VF0317,VFC0301
VFG001826,VF0287,VFC0301
VFG001827,VF0258,VFC0235
VFG001828,VF0117,VFC0235
VFG001829,VF0117,VFC0235
VFG001830,VF0156,VFC0086
VFG001831,VF0156,VFC0086
VFG001832,VF0156,VFC0086
VFG001833,VF0156,VFC0086
VFG001834,VF0156,VFC0086
VFG001835,VF0156,VFC0086
VFG001836,VF0156,VFC0086
VFG001837,VF0156,VFC0086
VFG001838,VF0156,VFC0086
VFG001839,VF0156,VFC0086
VFG001840,VF0156,VFC0086
VFG001841,VF0156,VFC0086
VFG001842,VF0156,VFC0086
VFG001843,VF0156,VFC0086
VFG001844,VF0156,VFC0086
VFG001845,VF0156,VFC0086
VFG001846,VF0156,VFC0086
VFG001847,VF0156,VFC0086
VFG001848,VF0156,VFC0086
VFG001849,VF0156,VFC0086
VFG001850,VF0156,VFC0086
VFG001851,VF0156,VFC0086
VFG001852,VF0156,VFC0086
VFG001853,VF0156,VFC0086
VFG001854,VF0157,VFC0204
VFG001855,VF0159,VFC0001
VFG001856,VF0292,VFC0272
VFG001857,VF0293,VFC0272
VFG001858,VF0160,VFC0272
VFG001859,VF0160,VFC0272
VFG001860,VF0290,VFC0272
VFG001861,VF0168,VFC0282
VFG001862,VF0168,VFC0282
VFG001863,VF0165,VFC0086
VFG001864,VF0153,VFC0315
VFG001865,VF0161,VFC0001
VFG001866,VF0166,VFC0301
VFG001867,VF0169,VFC0282
VFG001868,VF0170,VFC0282
VFG001870,VF0154,VFC0086
VFG001871,VF0154,VFC0086
VFG001872,VF0154,VFC0086
VFG001873,VF0154,VFC0086
VFG001874,VF0154,VFC0086
VFG001875,VF0154,VFC0086
VFG001876,VF0154,VFC0086
VFG001877,VF0154,VFC0086
VFG001878,VF0154,VFC0086
VFG001879,VF0154,VFC0086
VFG001880,VF0155,VFC0001
VFG001881,VF0155,VFC0001
VFG001882,VF0155,VFC0001
VFG001883,VF0163,VFC0346
VFG001884,VF0163,VFC0346
VFG001885,VF0163,VFC0346
VFG001887,VF0260,VFC0301
VFG001888,VF0262,VFC0301
VFG001889,VF0262,VFC0301
VFG001890,VF0114,VFC0204
VFG001891,VF0114,VFC0204
VFG001892,VF0114,VFC0204
VFG001893,VF0114,VFC0204
VFG001894,VF0114,VFC0204
VFG001895,VF0114,VFC0204
VFG001896,VF0114,VFC0204
VFG001897,VF0114,VFC0204
VFG001898,VF0114,VFC0204
VFG001899,VF0114,VFC0204
VFG001900,VF0114,VFC0204
VFG001901,VF0114,VFC0204
VFG001902,VF0114,VFC0204
VFG001903,VF0114,VFC0204
VFG001904,VF0114,VFC0204
VFG001905,VF0114,VFC0204
VFG001906,VF0114,VFC0204
VFG001907,VF0114,VFC0204
VFG001908,VF0114,VFC0204
VFG001909,VF0114,VFC0204
VFG001910,VF0114,VFC0204
VFG001911,VF0114,VFC0204
VFG001912,VF0114,VFC0204
VFG001913,VF0114,VFC0204
VFG001914,VF0114,VFC0204
VFG001915,VF0114,VFC0204
VFG001916,VF0114,VFC0204
VFG001917,VF0114,VFC0204
VFG001918,VF0114,VFC0204
VFG001919,VF0114,VFC0204
VFG001920,VF0114,VFC0204
VFG001921,VF0114,VFC0204
VFG001922,VF0114,VFC0204
VFG001923,VF0114,VFC0204
VFG001924,VF0114,VFC0204
VFG001925,VF0114,VFC0204
VFG001926,VF0114,VFC0204
VFG001927,VF0114,VFC0204
VFG001928,VF0114,VFC0204
VFG001929,VF0114,VFC0204
VFG001930,VF0114,VFC0204
VFG001931,VF0322,VFC0001
VFG001932,VF0115,VFC0235
VFG001933,VF0115,VFC0235
VFG001934,VF0115,VFC0235
VFG001935,VF0324,VFC0083
VFG001936,VF0326,VFC0258
VFG001937,VF0326,VFC0258
VFG001938,VF0326,VFC0258
VFG001939,VF0326,VFC0258
VFG001940,VF0326,VFC0258
VFG001941,VF0326,VFC0258
VFG001942,VF0326,VFC0258
VFG001943,VF0326,VFC0258
VFG001944,VF0326,VFC0258
VFG001945,VF0326,VFC0258
VFG001947,VF0326,VFC0258
VFG001948,VF0326,VFC0258
VFG001949,VF0323,VFC0258
VFG001950,VF0323,VFC0258
VFG001951,VF0323,VFC0258
VFG001952,VF0323,VFC0258
VFG001953,VF0323,VFC0258
VFG001954,VF0323,VFC0258
VFG001955,VF0323,VFC0258
VFG001956,VF0323,VFC0258
VFG001957,VF0323,VFC0258
VFG001958,VF0323,VFC0258
VFG001959,VF0323,VFC0258
VFG001960,VF0323,VFC0258
VFG001961,VF0323,VFC0258
VFG001962,VF0323,VFC0258
VFG001963,VF0323,VFC0258
VFG001964,VF0323,VFC0258
VFG001965,VF0323,VFC0258
VFG001966,VF0323,VFC0258
VFG001967,VF0323,VFC0258
VFG001968,VF0323,VFC0258
VFG001969,VF0323,VFC0258
VFG001970,VF0323,VFC0258
VFG001971,VF0323,VFC0258
VFG001972,VF0323,VFC0258
VFG001973,VF0323,VFC0258
VFG001974,VF0323,VFC0258
VFG001975,VF0323,VFC0258
VFG001976,VF0325,VFC0086
VFG001977,VF0325,VFC0086
VFG001978,VF0325,VFC0086
VFG001980,VF0325,VFC0086
VFG001983,VF0327,VFC0001
VFG001984,VF0329,VFC0001
VFG001985,VF0328,VFC0001
VFG001986,VF0323,VFC0258
VFG001987,VF0323,VFC0258
VFG001988,VF0323,VFC0258
VFG001989,VF0323,VFC0258
VFG001990,VF0157,VFC0204
VFG001991,VF0157,VFC0204
VFG001992,VF0157,VFC0204
VFG001993,VF0157,VFC0204
VFG001994,VF0157,VFC0204
VFG001995,VF0157,VFC0204
VFG001996,VF0157,VFC0204
VFG001997,VF0157,VFC0204
VFG001998,VF0157,VFC0204
VFG001999,VF0157,VFC0204
VFG002000,VF0157,VFC0204
VFG002001,VF0157,VFC0204
VFG002002,VF0157,VFC0204
VFG002003,VF0157,VFC0204
VFG002004,VF0157,VFC0204
VFG002005,VF0157,VFC0204
VFG002006,VF0157,VFC0204
VFG002007,VF0157,VFC0204
VFG002008,VF0157,VFC0204
VFG002009,VF0157,VFC0204
VFG002011,VF0157,VFC0204
VFG002012,VF0157,VFC0204
VFG002013,VF0157,VFC0204
VFG002014,VF0157,VFC0204
VFG002015,VF0157,VFC0204
VFG002016,VF0157,VFC0204
VFG002017,VF0157,VFC0204
VFG002018,VF0157,VFC0204
VFG002019,VF0157,VFC0204
VFG002024,VF0326,VFC0258
VFG002025,VF0326,VFC0258
VFG002026,VF0326,VFC0258
VFG002027,VF0326,VFC0258
VFG002028,VF0326,VFC0258
VFG002029,VF0330,VFC0001
VFG002030,VF0330,VFC0001
VFG002031,VF0330,VFC0001
VFG002032,VF0871,VFC0083
VFG002033,VF0330,VFC0001
VFG002034,VF0330,VFC0001
VFG002035,VF0330,VFC0001
VFG002036,VF0330,VFC0001
VFG002039,VF0211,VFC0235
VFG002040,VF0332,VFC0301
VFG002041,VF0978,VFC0086
VFG002042,VF0978,VFC0086
VFG002043,VF0978,VFC0086
VFG002044,VF0336,VFC0301
VFG002045,VF0336,VFC0301
VFG002046,VF0333,VFC0086
VFG002047,VF0333,VFC0086
VFG002048,VF0333,VFC0086
VFG002049,VF0333,VFC0086
VFG002050,VF0333,VFC0086
VFG002051,VF0333,VFC0086
VFG002052,VF0333,VFC0086
VFG002053,VF0333,VFC0086
VFG002054,VF0333,VFC0086
VFG002055,VF0333,VFC0086
VFG002057,VF0334,VFC0086
VFG002058,VF0334,VFC0086
VFG002059,VF0334,VFC0086
VFG002060,VF0334,VFC0086
VFG002061,VF0334,VFC0086
VFG002062,VF0334,VFC0086
VFG002063,VF0334,VFC0086
VFG002064,VF0334,VFC0086
VFG002065,VF0334,VFC0086
VFG002066,VF0334,VFC0086
VFG002067,VF0334,VFC0086
VFG002068,VF0334,VFC0086
VFG002069,VF0334,VFC0086
VFG002070,VF0334,VFC0086
VFG002071,VF0334,VFC0086
VFG002072,VF0334,VFC0086
VFG002073,VF0334,VFC0086
VFG002074,VF0334,VFC0086
VFG002075,VF0334,VFC0086
VFG002076,VF0334,VFC0086
VFG002077,VF0334,VFC0086
VFG002078,VF0335,VFC0086
VFG002079,VF0335,VFC0086
VFG002080,VF0335,VFC0086
VFG002081,VF0335,VFC0086
VFG002082,VF0335,VFC0086
VFG002083,VF0335,VFC0086
VFG002084,VF0335,VFC0086
VFG002085,VF0335,VFC0086
VFG002086,VF0335,VFC0086
VFG002087,VF0335,VFC0086
VFG002088,VF0335,VFC0086
VFG002089,VF0335,VFC0086
VFG002090,VF0335,VFC0086
VFG002091,VF0335,VFC0086
VFG002092,VF0335,VFC0086
VFG002093,VF0335,VFC0086
VFG002094,VF0335,VFC0086
VFG002095,VF0798,VFC0086
VFG002096,VF0798,VFC0086
VFG002097,VF0337,VFC0272
VFG002098,VF0798,VFC0086
VFG002099,VF0798,VFC0086
VFG002100,VF0798,VFC0086
VFG002101,VF0798,VFC0086
VFG002102,VF0156,VFC0086
VFG002103,VF0798,VFC0086
VFG002104,VF0798,VFC0086
VFG002105,VF0156,VFC0086
VFG002106,VF0798,VFC0086
VFG002107,VF0798,VFC0086
VFG002108,VF0798,VFC0086
VFG002109,VF0798,VFC0086
VFG002110,VF0798,VFC0086
VFG002111,VF0798,VFC0086
VFG002112,VF0798,VFC0086
VFG002113,VF0798,VFC0086
VFG002114,VF0798,VFC0086
VFG002115,VF0798,VFC0086
VFG002116,VF0798,VFC0086
VFG002117,VF0798,VFC0086
VFG002118,VF0798,VFC0086
VFG002119,VF0798,VFC0086
VFG002120,VF0798,VFC0086
VFG002121,VF1110,VFC0086
VFG002122,VF1110,VFC0086
VFG002123,VF1110,VFC0086
VFG002124,VF0344,VFC0086
VFG002125,VF0711,VFC0086
VFG002126,VF0344,VFC0086
VFG002127,VF0344,VFC0086
VFG002128,VF0344,VFC0086
VFG002129,VF0344,VFC0086
VFG002130,VF0344,VFC0086
VFG002131,VF0344,VFC0086
VFG002132,VF0344,VFC0086
VFG002133,VF0344,VFC0086
VFG002134,VF0344,VFC0086
VFG002135,VF0711,VFC0086
VFG002136,VF0344,VFC0086
VFG002137,VF0344,VFC0086
VFG002138,VF0344,VFC0086
VFG002139,VF0344,VFC0086
VFG002140,VF0344,VFC0086
VFG002141,VF0344,VFC0086
VFG002142,VF0344,VFC0086
VFG002143,VF0711,VFC0086
VFG002144,VF0344,VFC0086
VFG002145,VF0344,VFC0086
VFG002146,VF0344,VFC0086
VFG002147,VF0344,VFC0086
VFG002148,VF0711,VFC0086
VFG002149,VF0344,VFC0086
VFG002150,VF0344,VFC0086
VFG002151,VF0344,VFC0086
VFG002152,VF0344,VFC0086
VFG002153,VF0711,VFC0086
VFG002154,VF0711,VFC0086
VFG002155,VF0135,VFC0235
VFG002156,VF0135,VFC0235
VFG002157,VF0346,VFC0083
VFG002158,VF0347,VFC0272
VFG002159,VF0348,VFC0083
VFG002160,VF0349,VFC0001
VFG002161,VF0351,VFC0315
VFG002162,VF0350,VFC0282
VFG002163,VF0156,VFC0086
VFG002164,VF0352,VFC0001
VFG002165,VF0354,VFC0001
VFG002166,VF0355,VFC0001
VFG002169,VF0356,VFC0235
VFG002171,VF0352,VFC0001
VFG002172,VF0352,VFC0001
VFG002173,VF0352,VFC0001
VFG002174,VF0357,VFC0251
VFG002175,VF0356,VFC0235
VFG002176,VF0356,VFC0235
VFG002177,VF0356,VFC0235
VFG002178,VF0356,VFC0235
VFG002179,VF0353,VFC0001
VFG002180,VF0361,VFC0258
VFG002181,VF0361,VFC0258
VFG002182,VF0361,VFC0258
VFG002183,VF0361,VFC0258
VFG002184,VF0361,VFC0258
VFG002185,VF0361,VFC0258
VFG002186,VF0361,VFC0258
VFG002187,VF0361,VFC0258
VFG002188,VF0361,VFC0258
VFG002189,VF0361,VFC0258
VFG002190,VF0361,VFC0258
VFG002191,VF0358,VFC0251
VFG002192,VF0360,VFC0271
VFG002193,VF0360,VFC0271
VFG002194,VF0360,VFC0271
VFG002195,VF0359,VFC0251
VFG002196,VF0359,VFC0251
VFG002197,VF0362,VFC0271
VFG002198,VF0363,VFC0235
VFG002199,VF0364,VFC0001
VFG002200,VF0364,VFC0001
VFG002201,VF0364,VFC0001
VFG002202,VF0726,VFC0001
VFG002203,VF0726,VFC0001
VFG002204,VF0726,VFC0001
VFG002205,VF0727,VFC0001
VFG002206,VF0727,VFC0001
VFG002207,VF0727,VFC0001
VFG002208,VF0365,VFC0086
VFG002209,VF0365,VFC0086
VFG002210,VF0365,VFC0086
VFG002211,VF0365,VFC0086
VFG002212,VF0365,VFC0086
VFG002213,VF0365,VFC0086
VFG002214,VF0365,VFC0086
VFG002215,VF0365,VFC0086
VFG002216,VF0365,VFC0086
VFG002217,VF0365,VFC0086
VFG002218,VF0365,VFC0086
VFG002219,VF0366,VFC0258
VFG002220,VF0367,VFC0258
VFG002221,VF0367,VFC0258
VFG002222,VF0367,VFC0258
VFG002223,VF0367,VFC0258
VFG002224,VF0367,VFC0258
VFG002225,VF0367,VFC0258
VFG002226,VF0367,VFC0258
VFG002227,VF0367,VFC0258
VFG002228,VF0367,VFC0258
VFG002229,VF0367,VFC0258
VFG002230,VF0367,VFC0258
VFG002231,VF0369,VFC0086
VFG002232,VF0369,VFC0086
VFG002233,VF0369,VFC0086
VFG002234,VF0369,VFC0086
VFG002235,VF0369,VFC0086
VFG002236,VF0369,VFC0086
VFG002237,VF0369,VFC0086
VFG002238,VF0369,VFC0086
VFG002239,VF0369,VFC0086
VFG002240,VF0369,VFC0086
VFG002241,VF0682,VFC0086
VFG002242,VF0369,VFC0086
VFG002243,VF0682,VFC0086
VFG002244,VF0682,VFC0086
VFG002245,VF0682,VFC0086
VFG002246,VF0682,VFC0086
VFG002247,VF0682,VFC0086
VFG002248,VF0682,VFC0086
VFG002249,VF0372,VFC0086
VFG002250,VF0372,VFC0086
VFG002251,VF0372,VFC0086
VFG002252,VF0372,VFC0086
VFG002253,VF0372,VFC0086
VFG002254,VF0372,VFC0086
VFG002255,VF0372,VFC0086
VFG002256,VF0372,VFC0086
VFG002257,VF0372,VFC0086
VFG002258,VF0372,VFC0086
VFG002259,VF0372,VFC0086
VFG002260,VF0372,VFC0086
VFG002261,VF0372,VFC0086
VFG002262,VF0372,VFC0086
VFG002263,VF0372,VFC0086
VFG002264,VF0372,VFC0086
VFG002265,VF0372,VFC0086
VFG002266,VF0372,VFC0086
VFG002267,VF0372,VFC0086
VFG002268,VF0372,VFC0086
VFG002269,VF0372,VFC0086
VFG002270,VF0371,VFC0001
VFG002271,VF0371,VFC0001
VFG002272,VF0371,VFC0001
VFG002273,VF0371,VFC0001
VFG002274,VF0378,VFC0235
VFG002275,VF0382,VFC0235
VFG002276,VF0388,VFC0251
VFG002277,VF0389,VFC0251
VFG002278,VF0389,VFC0251
VFG002279,VF0389,VFC0251
VFG002280,VF0389,VFC0251
VFG002281,VF0389,VFC0251
VFG002282,VF0390,VFC0251
VFG002283,VF0391,VFC0251
VFG002284,VF0391,VFC0251
VFG002285,VF0391,VFC0251
VFG002286,VF0383,VFC0235
VFG002287,VF0376,VFC0235
VFG002288,VF0377,VFC0235
VFG002289,VF0374,VFC0235
VFG002290,VF0379,VFC0235
VFG002291,VF0380,VFC0235
VFG002292,VF0381,VFC0235
VFG002293,VF0381,VFC0235
VFG002296,VF0387,VFC0235
VFG002298,VF0385,VFC0235
VFG002299,VF0385,VFC0235
VFG002300,VF0386,VFC0235
VFG002301,VF0396,VFC0325
VFG002302,VF0395,VFC0325
VFG002304,VF0397,VFC0001
VFG002305,VF0398,VFC0001
VFG002306,VF0399,VFC0001
VFG002307,VF0400,VFC0001
VFG002308,VF0401,VFC0001
VFG002309,VF0401,VFC0001
VFG002310,VF0401,VFC0001
VFG002311,VF0401,VFC0001
VFG002312,VF0401,VFC0001
VFG002313,VF0401,VFC0001
VFG002314,VF0401,VFC0001
VFG002315,VF0401,VFC0001
VFG002316,VF0401,VFC0001
VFG002317,VF0401,VFC0001
VFG002318,VF0394,VFC0204
VFG002319,VF0394,VFC0204
VFG002320,VF0394,VFC0204
VFG002321,VF0394,VFC0204
VFG002322,VF0394,VFC0204
VFG002323,VF0394,VFC0204
VFG002324,VF0394,VFC0204
VFG002325,VF0394,VFC0204
VFG002326,VF0394,VFC0204
VFG002327,VF0394,VFC0204
VFG002328,VF0394,VFC0204
VFG002329,VF0394,VFC0204
VFG002330,VF0394,VFC0204
VFG002331,VF0394,VFC0204
VFG002332,VF0394,VFC0204
VFG002333,VF0394,VFC0204
VFG002334,VF0394,VFC0204
VFG002335,VF0394,VFC0204
VFG002336,VF0394,VFC0204
VFG002337,VF0394,VFC0204
VFG002338,VF0394,VFC0204
VFG002339,VF0394,VFC0204
VFG002340,VF0394,VFC0204
VFG002341,VF0394,VFC0204
VFG002342,VF0394,VFC0204
VFG002343,VF0394,VFC0204
VFG002344,VF0394,VFC0204
VFG002345,VF0394,VFC0204
VFG002346,VF0394,VFC0204
VFG002347,VF0394,VFC0204
VFG002348,VF0394,VFC0204
VFG002349,VF0394,VFC0204
VFG002350,VF0394,VFC0204
VFG002351,VF0394,VFC0204
VFG002352,VF0394,VFC0204
VFG002353,VF0394,VFC0204
VFG002354,VF0394,VFC0204
VFG002355,VF0394,VFC0204
VFG002356,VF0394,VFC0204
VFG002357,VF0394,VFC0204
VFG002358,VF0394,VFC0204
VFG002359,VF0394,VFC0204
VFG002360,VF0392,VFC0258
VFG002361,VF0392,VFC0258
VFG002362,VF0392,VFC0258
VFG002363,VF0392,VFC0258
VFG002364,VF0392,VFC0258
VFG002365,VF0392,VFC0258
VFG002366,VF0392,VFC0258
VFG002367,VF0392,VFC0258
VFG002368,VF0392,VFC0258
VFG002369,VF0392,VFC0258
VFG002370,VF0392,VFC0258
VFG002371,VF0392,VFC0258
VFG002372,VF0392,VFC0258
VFG002373,VF0392,VFC0258
VFG002374,VF0392,VFC0258
VFG002375,VF0392,VFC0258
VFG002376,VF0392,VFC0258
VFG002377,VF0392,VFC0258
VFG002378,VF0310,VFC0086
VFG002379,VF0310,VFC0086
VFG002380,VF0315,VFC0086
VFG002381,VF0315,VFC0086
VFG002382,VF0315,VFC0086
VFG002383,VF0315,VFC0086
VFG002384,VF0315,VFC0086
VFG002385,VF0315,VFC0086
VFG002386,VF0315,VFC0086
VFG002387,VF0315,VFC0086
VFG002388,VF0315,VFC0086
VFG002389,VF0315,VFC0086
VFG002390,VF0315,VFC0086
VFG002391,VF0315,VFC0086
VFG002392,VF0315,VFC0086
VFG002393,VF0402,VFC0086
VFG002395,VF0402,VFC0086
VFG002397,VF0402,VFC0086
VFG002398,VF0402,VFC0086
VFG002399,VF0402,VFC0086
VFG002400,VF0402,VFC0086
VFG002401,VF0402,VFC0086
VFG002402,VF0402,VFC0086
VFG002403,VF0402,VFC0086
VFG002404,VF0403,VFC0086
VFG002405,VF0403,VFC0086
VFG002406,VF0403,VFC0086
VFG002407,VF0403,VFC0086
VFG002408,VF0403,VFC0086
VFG002409,VF0403,VFC0086
VFG002410,VF0403,VFC0086
VFG002411,VF0403,VFC0086
VFG002412,VF0404,VFC0001
VFG002413,VF0404,VFC0001
VFG002414,VF0404,VFC0001
VFG002415,VF0404,VFC0001
VFG002416,VF0404,VFC0001
VFG002417,VF0404,VFC0001
VFG002418,VF0420,VFC0251
VFG002419,VF0421,VFC0251
VFG002420,VF0422,VFC0258
VFG002421,VF0423,VFC0258
VFG002422,VF0424,VFC0258
VFG002424,VF0427,VFC0204
VFG002425,VF0431,VFC0001
VFG002426,VF0431,VFC0001
VFG002427,VF0431,VFC0001
VFG002428,VF0431,VFC0001
VFG002429,VF0431,VFC0001
VFG002430,VF0431,VFC0001
VFG002431,VF0431,VFC0001
VFG002432,VF0431,VFC0001
VFG002433,VF0431,VFC0001
VFG002434,VF0431,VFC0001
VFG002435,VF0431,VFC0001
VFG002436,VF0434,VFC0001
VFG002437,VF0435,VFC0001
